ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,unit_id,func,network_direction,address,quantity,values,Time
1593264713.926888,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,2,1,F,1593264713.926888
1593264713.92704,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,3,1,F,1593264713.92704
1593264713.930207,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,3,1,F,1593264713.930207
1593264713.93029,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,4,1,F,1593264713.93029
1593264713.933589,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,4,1,F,1593264713.933589
1593264713.933755,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,5,1,F,1593264713.933755
1593264713.93688,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,5,1,F,1593264713.93688
1593264713.937061,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,6,1,F,1593264713.937061
1593264713.940217,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,6,1,F,1593264713.940217
1593264713.940299,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,7,1,F,1593264713.940299
1593264713.943499,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,7,1,F,1593264713.943499
1593264713.943708,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,8,1,F,1593264713.943708
1593264713.946826,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,8,1,F,1593264713.946826
1593264713.94691,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,9,1,F,1593264713.94691
1593264713.950073,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,9,1,F,1593264713.950073
1593264713.950202,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,10,1,F,1593264713.950202
1593264713.953363,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,10,1,F,1593264713.953363
1593264713.953514,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,11,1,F,1593264713.953514
1593264713.956666,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,11,1,F,1593264713.956666
1593264713.956759,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,12,1,F,1593264713.956759
1593264713.960062,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,12,1,F,1593264713.960062
1593264713.960232,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,13,1,F,1593264713.960232
1593264713.963264,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,13,1,F,1593264713.963264
1593264713.96341,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,14,1,F,1593264713.96341
1593264713.96676,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,14,1,F,1593264713.96676
1593264714.467426,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,0,1,F,1593264714.467426
1593264714.470436,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,0,1,F,1593264714.470436
1593264714.470549,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,1,1,F,1593264714.470549
1593264714.472959,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,1,1,F,1593264714.472959
1593264714.473034,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,2,1,T,1593264714.473034
1593264714.476204,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,2,1,T,1593264714.476204
1593264714.476363,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,3,1,T,1593264714.476363
1593264714.479433,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,3,1,T,1593264714.479433
1593264714.479685,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,4,1,F,1593264714.479685
1593264714.482866,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,4,1,F,1593264714.482866
1593264714.483024,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,5,1,F,1593264714.483024
1593264714.486177,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,5,1,F,1593264714.486177
1593264714.486337,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,6,1,T,1593264714.486337
1593264714.489439,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,6,1,T,1593264714.489439
1593264714.489615,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,7,1,T,1593264714.489615
1593264714.49273,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,7,1,T,1593264714.49273
1593264714.992934,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,0,1,F,1593264714.992934
1593264714.994219,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,0,1,F,1593264714.994219
1593264714.994303,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,1,1,F,1593264714.994303
1593264714.997643,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,1,1,F,1593264714.997643
1593264714.99777,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,2,1,F,1593264714.99777
1593264715.000957,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,2,1,F,1593264715.000957
1593264715.001084,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,3,1,F,1593264715.001084
1593264715.004239,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,3,1,F,1593264715.004239
1593264715.004366,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,4,1,F,1593264715.004366
1593264715.007611,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,4,1,F,1593264715.007611
1593264715.007761,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,5,1,F,1593264715.007761
1593264715.011026,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,5,1,F,1593264715.011026
1593264715.011154,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,6,1,F,1593264715.011154
1593264715.014274,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,6,1,F,1593264715.014274
1593264715.0144,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,7,1,F,1593264715.0144
1593264715.017657,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,7,1,F,1593264715.017657
1593264715.017784,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,8,1,F,1593264715.017784
1593264715.020991,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,8,1,F,1593264715.020991
1593264715.021119,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,9,1,F,1593264715.021119
1593264715.02443,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,9,1,F,1593264715.02443
1593264715.024728,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,10,1,F,1593264715.024728
1593264715.027868,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,10,1,F,1593264715.027868
1593264715.028035,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,11,1,F,1593264715.028035
1593264715.031112,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,11,1,F,1593264715.031112
1593264715.031237,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,12,1,F,1593264715.031237
1593264715.034404,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,12,1,F,1593264715.034404
1593264715.034674,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,13,1,F,1593264715.034674
1593264715.037744,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,13,1,F,1593264715.037744
1593264715.038094,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,14,1,F,1593264715.038094
1593264715.040952,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,14,1,F,1593264715.040952
1593264715.54197,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,0,1,F,1593264715.54197
1593264715.543032,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,0,1,F,1593264715.543032
1593264715.543173,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,1,1,F,1593264715.543173
1593264715.546301,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,1,1,F,1593264715.546301
1593264715.546564,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,2,1,T,1593264715.546564
1593264715.54968,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,2,1,T,1593264715.54968
1593264715.549806,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,3,1,T,1593264715.549806
1593264715.552919,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,3,1,T,1593264715.552919
1593264715.553177,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,4,1,F,1593264715.553177
1593264715.556292,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,4,1,F,1593264715.556292
1593264715.55642,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,5,1,F,1593264715.55642
1593264715.559529,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,5,1,F,1593264715.559529
1593264715.559833,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,6,1,T,1593264715.559833
1593264715.562878,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,6,1,T,1593264715.562878
1593264715.563038,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,7,1,T,1593264715.563038
1593264715.56625,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,7,1,T,1593264715.56625
1593264716.067101,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,0,1,F,1593264716.067101
1593264716.068236,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,0,1,F,1593264716.068236
1593264716.068394,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,1,1,F,1593264716.068394
1593264716.071524,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,1,1,F,1593264716.071524
1593264716.071773,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,2,1,F,1593264716.071773
1593264716.07494,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,2,1,F,1593264716.07494
1593264716.075012,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,3,1,F,1593264716.075012
1593264716.07826,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,3,1,F,1593264716.07826
1593264716.078336,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,4,1,F,1593264716.078336
1593264716.081437,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,4,1,F,1593264716.081437
1593264716.081607,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,5,1,F,1593264716.081607
1593264716.084857,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,5,1,F,1593264716.084857
1593264716.084971,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,6,1,F,1593264716.084971
1593264716.088144,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,6,1,F,1593264716.088144
1593264716.088216,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,7,1,F,1593264716.088216
1593264716.091473,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,7,1,F,1593264716.091473
1593264716.091549,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,8,1,F,1593264716.091549
1593264716.094801,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,8,1,F,1593264716.094801
1593264716.09487,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,9,1,F,1593264716.09487
1593264716.098188,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,9,1,F,1593264716.098188
1593264716.098349,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,10,1,F,1593264716.098349
1593264716.10146,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,10,1,F,1593264716.10146
1593264716.10172,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,11,1,F,1593264716.10172
1593264716.104889,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,11,1,F,1593264716.104889
1593264716.105096,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,12,1,F,1593264716.105096
1593264716.108233,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,12,1,F,1593264716.108233
1593264716.108391,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,13,1,F,1593264716.108391
1593264716.111578,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,13,1,F,1593264716.111578
1593264716.111771,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,14,1,F,1593264716.111771
1593264716.114921,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,14,1,F,1593264716.114921
1593264716.615275,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,0,1,F,1593264716.615275
1593264716.616513,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,0,1,F,1593264716.616513
1593264716.616694,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,1,1,F,1593264716.616694
1593264716.619845,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,1,1,F,1593264716.619845
1593264716.619929,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,2,1,T,1593264716.619929
1593264716.623142,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,2,1,T,1593264716.623142
1593264716.62323,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,3,1,T,1593264716.62323
1593264716.626392,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,3,1,T,1593264716.626392
1593264716.626556,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,4,1,F,1593264716.626556
1593264716.629804,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,4,1,F,1593264716.629804
1593264716.629885,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,5,1,F,1593264716.629885
1593264716.633098,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,5,1,F,1593264716.633098
1593264716.633231,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,6,1,T,1593264716.633231
1593264716.636372,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,6,1,T,1593264716.636372
1593264716.636499,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,7,1,F,1593264716.636499
1593264716.639657,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,7,1,F,1593264716.639657
1593264717.140091,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,0,1,F,1593264717.140091
1593264717.141709,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,0,1,F,1593264717.141709
1593264717.141916,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,1,1,F,1593264717.141916
1593264717.144968,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,1,1,F,1593264717.144968
1593264717.145264,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,2,1,F,1593264717.145264
1593264717.148149,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,2,1,F,1593264717.148149
1593264717.14831,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,3,1,F,1593264717.14831
1593264717.151455,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,3,1,F,1593264717.151455
1593264717.151593,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,4,1,F,1593264717.151593
1593264717.154877,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,4,1,F,1593264717.154877
1593264717.15504,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,5,1,F,1593264717.15504
1593264717.158145,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,5,1,F,1593264717.158145
1593264717.1583,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,6,1,F,1593264717.1583
1593264717.161522,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,6,1,F,1593264717.161522
1593264717.161785,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,7,1,F,1593264717.161785
1593264717.16497,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,7,1,F,1593264717.16497
1593264717.165233,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,8,1,F,1593264717.165233
1593264717.168269,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,8,1,F,1593264717.168269
1593264717.16853,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,9,1,F,1593264717.16853
1593264717.171571,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,9,1,F,1593264717.171571
1593264717.171859,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,10,1,F,1593264717.171859
1593264717.17496,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,10,1,F,1593264717.17496
1593264717.175169,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,11,1,F,1593264717.175169
1593264717.178227,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,11,1,F,1593264717.178227
1593264717.178473,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,12,1,F,1593264717.178473
1593264717.181529,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,12,1,F,1593264717.181529
1593264717.181821,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,13,1,F,1593264717.181821
1593264717.185013,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,13,1,F,1593264717.185013
1593264717.18519,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,14,1,F,1593264717.18519
1593264717.188359,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,14,1,F,1593264717.188359
1593264717.689072,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,0,1,F,1593264717.689072
1593264717.690474,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,0,1,F,1593264717.690474
1593264717.690685,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,1,1,F,1593264717.690685
1593264717.693902,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,1,1,F,1593264717.693902
1593264717.694106,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,2,1,T,1593264717.694106
1593264717.697031,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,2,1,T,1593264717.697031
1593264717.697188,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,3,1,T,1593264717.697188
1593264717.700305,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,response,3,1,T,1593264717.700305
1593264717.700533,CI5j8K3GUjEfkjiuzj,123.145.120.99,23686,123.145.120.102,502,1,WRITE_SINGLE_COIL,request,4,1,F,1593264717.700533
